Alavès,27,42.6,27,297,2430,29,17,5,5,86,3,1.07,0.63,1.7,0.89,1.52,29.3,25.5,29.3,1.09,1.09,2.17,0.95,2.03,37,1.37,92,61,0.685,8,8,11,7,25.9,11,8,3,0,27,37,8,3,2,0,35.9,0.32,-1.1,-0.04,290,613,47.3,556,94,68,47.9,259,90.7,61.3,262,18,6.9,8,0.3,13.2,29,5,5,222,74,7,33.3,8.22,2.74,0.11,0.32,0.12,-0.3,-1.5,7178,10077,71.2,152598,62774,141,393,35.9,5065,6258,80.9,1972,3426,57.6,17,29.3,-12.3,161,559,132,38,899,10077,8669,1408,379,16,2022,337,410,98,33,31,8,5121,1692,3264,3356,4677,799,607,160,7178,40,305,167,257,338,12.52,219,54,14,22,29,45,1.67,27,6,1,4,7,0,445,268,211,200,34,139,415,33.5,276,4101,1092,26.6,1228,2089,784,402,91,0,311,303,807,7,13159,1567,4450,6536,2832,420,11791,180,322,55.9,204,8,6973,40381,20180,9082,7178,79,343,283,90,100,297,84,81,20,108,1.19,29,37,-8,-0.3,29.3,36.5,-7.2,-0.27,2,432,297,43,410,303,268,5,10,0,2441,583,428,57.7,8,8,11
Athletic Bilbao,26,49.3,27,297,2430,28,16,6,8,67,1,1.04,0.59,1.63,0.81,1.41,28.9,22.9,28.9,1.07,1.07,2.14,0.85,1.92,23,0.85,81,60,0.741,9,10,8,10,37,3,2,0,1,27,23,2,1,2,2,27.6,0.33,6.6,0.25,254,607,41.8,675,113,63.3,47.2,198,90.9,65.6,271,21,7.7,14,0.52,14.2,28,6,8,292,95,12,32.5,10.81,3.52,0.08,0.23,0.08,-0.9,-0.9,8836,11666,75.7,184355,65653,163,454,35.9,6222,7297,85.3,2451,3915,62.6,16,28.9,-12.9,205,658,156,56,1040,11666,10263,1403,387,22,1965,461,562,132,48,51,14,6503,2098,3065,2779,6984,665,637,193,8836,57,306,156,288,430,15.93,283,60,29,18,39,42,1.56,27,2,3,2,7,1,409,251,200,155,54,134,431,31.1,297,3833,1066,27.8,1134,1814,885,399,62,2,337,270,904,6,14869,1517,4613,7446,3762,480,13495,236,395,59.7,253,16,8649,53015,29186,10790,8836,81.9,321,314,90,100,297,85,77,20,111,1.37,29,23,6,0.22,28.9,29.4,-0.5,-0.02,0,372,332,69,562,270,251,5,3,2,2451,587,465,55.8,9,10,8
Atlètico Madrid,30,48.1,27,297,2430,31,23,2,4,67,2,1.15,0.85,2,1.07,1.93,36.6,33.6,36.6,1.36,1.36,2.71,1.24,2.6,21,0.78,76,55,0.737,11,12,4,11,40.7,2,1,0,1,27,21,1,1,4,1,17.7,0.22,-2.3,-0.08,197,475,41.5,445,69,67,47.9,221,80.1,58.7,238,10,4.2,12,0.44,13.8,31,2,4,320,98,8,30.6,11.85,3.63,0.09,0.3,0.11,-5.6,-4.6,9399,12167,77.2,176363,67490,292,583,50.1,7140,8260,86.4,1967,3324,59.2,23,36.6,-13.6,243,710,211,43,1104,12167,10785,1382,383,38,2021,312,455,143,35,70,17,7288,1766,3113,2913,7492,658,584,150,9399,69,225,163,300,502,18.59,351,62,28,34,27,47,1.74,36,3,5,2,1,0,461,301,210,200,51,176,465,37.8,289,3539,1042,29.4,1123,1694,722,473,88,0,385,317,763,4,15381,1404,4473,7842,3898,610,14036,248,418,59.3,262,12,9265,49875,26644,11288,9399,83.3,375,261,90,100,297,84,79,23,110,1.67,31,21,10,0.37,36.6,21.7,14.9,0.55,2,376,356,82,455,317,301,2,2,1,2466,539,477,53.1,11,12,4
Barcelona,28,65.6,27,297,2430,63,46,4,4,68,5,2.33,1.7,4.04,2.19,3.89,47.3,44.3,47.3,1.75,1.75,3.5,1.64,3.39,31,1.15,82,54,0.671,18,4,5,8,29.6,5,4,1,0,27,31,4,1,1,0,25.5,0.27,-5.5,-0.2,155,259,59.8,838,136,24.5,28.7,182,29.7,30.8,201,9,4.5,17,0.63,14.3,63,4,4,342,158,25,46.2,12.67,5.85,0.17,0.37,0.13,15.7,14.7,17079,19366,88.2,305342,88003,364,754,48.3,13457,14589,92.2,3258,4023,81,46,47.3,-1.3,270,1295,304,37,1275,19366,18105,1261,417,84,2871,385,285,125,59,22,2,14727,2548,2091,6978,11111,439,464,222,17079,61,191,294,363,594,22,457,27,55,19,36,106,3.93,82,5,7,4,8,0,406,277,174,168,64,115,306,37.6,191,3532,1063,30.1,959,1663,910,332,64,3,268,249,470,6,22179,2038,6117,11299,6261,853,21002,348,562,61.9,370,20,16477,89135,50055,18876,17079,90.5,305,267,90,100,297,84,78,23,111,2.15,63,31,32,1.19,47.3,25.1,22.1,0.82,3,302,367,66,285,249,277,1,5,1,2179,280,222,55.8,18,4,5
Betis,27,55,27,297,2430,38,28,5,6,76,7,1.41,1.04,2.44,1.22,2.26,34.6,30.1,34.6,1.28,1.28,2.56,1.12,2.4,43,1.59,104,69,0.673,8,9,10,4,14.8,9,9,0,0,27,43,9,0,1,1,37.6,0.3,-4.4,-0.16,151,403,37.5,775,122,38.3,36.4,218,48.6,41.9,274,18,6.6,22,0.82,15,38,5,6,320,103,13,32.2,11.85,3.81,0.1,0.32,0.1,3.4,2.9,11012,13325,82.6,214600,66069,257,591,43.5,8122,9000,90.2,2633,3734,70.5,28,34.6,-6.6,238,607,232,62,906,13325,11840,1485,510,25,2227,409,411,127,36,27,9,8949,1986,2390,5106,6796,449,559,195,11012,47,246,177,321,518,19.19,394,35,37,25,27,59,2.19,43,2,4,5,5,0,375,231,206,127,42,105,347,30.3,242,3655,955,26.1,1224,1629,802,435,112,1,323,245,713,3,16490,2032,6023,7631,3925,649,15058,303,474,63.9,329,21,10911,65786,36601,12667,11012,86.9,361,299,90,100,297,84,81,19,106,1.22,38,43,-5,-0.19,34.6,36.7,-2.1,-0.08,1,330,408,61,411,245,231,4,9,1,2030,371,364,50.5,8,9,10
Celta Vigo,27,52.4,27,297,2430,22,18,2,4,75,5,0.81,0.67,1.48,0.74,1.41,26.3,23.2,26.3,0.97,0.97,1.94,0.86,1.83,34,1.26,104,73,0.712,5,11,11,8,29.6,4,4,0,0,27,34,4,3,2,0,33.2,0.29,-0.8,-0.03,177,489,36.2,582,99,53.3,42.4,256,69.9,53.9,297,17,5.7,8,0.3,14,22,2,4,257,89,15,34.6,9.52,3.3,0.08,0.22,0.09,-4.3,-3.2,10585,13214,80.1,202359,66805,234,567,41.3,7955,9017,88.2,2396,3630,66,18,26.3,-8.3,191,632,180,40,964,13214,11814,1400,437,22,2568,360,479,118,39,43,18,8741,1779,2694,4278,7404,496,529,177,10585,45,220,192,343,412,15.26,308,29,29,18,28,41,1.52,24,3,6,3,5,0,422,260,247,142,33,133,405,32.8,272,3703,1051,28.4,1423,1564,716,369,73,0,296,278,742,2,16334,1808,5494,8159,3667,477,14993,279,444,62.8,293,11,10546,62946,32616,12411,10585,85.3,347,326,90,100,297,84,80,19,106,0.96,22,34,-12,-0.44,26.3,31.6,-5.3,-0.2,2,326,382,52,479,278,260,3,4,0,2306,465,467,49.9,5,11,11
Eibar,24,47.8,27,297,2430,27,18,4,6,73,3,1,0.67,1.67,0.85,1.52,28.3,23.9,28.3,1.05,1.05,2.09,0.89,1.93,41,1.52,89,52,0.573,7,6,14,8,29.6,4,3,1,0,27,41,3,1,3,1,35.9,0.38,-4.1,-0.15,212,644,32.9,644,78,72,57.1,188,95.7,75.3,203,16,7.9,41,1.52,17.9,27,4,6,296,91,14,30.7,10.96,3.37,0.08,0.25,0.08,-1.3,-0.9,7912,11175,70.8,173776,63677,118,391,30.2,5394,6520,82.7,2400,4264,56.3,18,28.3,-10.3,203,771,184,77,1135,11175,9690,1485,405,13,2014,518,609,128,51,58,4,5338,1984,3853,2604,6400,829,696,169,7912,49,341,141,298,423,15.67,286,58,22,26,31,40,1.48,25,2,3,4,6,0,438,262,197,168,73,161,444,36.3,283,4094,1236,30.2,1010,1927,1157,396,68,3,328,318,732,7,14308,1328,3755,7177,4145,514,12846,184,317,58,203,15,7945,45923,22222,10175,7912,77.8,389,297,90,100,297,85,80,20,108,1,27,41,-14,-0.52,28.3,39.7,-11.4,-0.42,2,389,304,58,609,318,262,4,3,1,2766,596,690,46.3,7,6,14
Espanyol,29,47.6,27,297,2430,21,13,4,4,78,6,0.78,0.48,1.26,0.63,1.11,25.2,22.3,25.2,0.93,0.93,1.87,0.83,1.76,46,1.71,114,72,0.64,4,8,15,3,11.1,5,5,0,0,26.9,46,5,0,4,1,35.6,0.28,-9.4,-0.35,176,551,31.9,641,86,59,45.7,230,75.2,53.8,236,21,8.9,23,0.85,14.8,21,4,4,289,84,6,29.1,10.7,3.11,0.06,0.2,0.08,-4.2,-5.3,8406,11402,73.7,174166,62392,140,433,32.3,6003,7117,84.3,2263,3852,58.7,13,25.2,-12.2,205,684,172,53,1035,11402,10012,1390,393,29,1831,348,511,115,32,48,16,6146,2039,3217,3186,6365,714,580,159,8406,33,285,158,317,422,15.63,292,57,21,26,24,36,1.33,21,3,2,5,3,2,467,292,221,197,49,170,513,33.1,343,4352,1209,27.8,1371,2117,864,380,71,1,309,247,781,7,14524,1593,4865,7247,3232,471,13172,197,340,57.9,216,14,8452,50129,26497,10455,8406,80.4,364,285,90,100,297,84,80,20,108,0.74,23,46,-23,-0.85,25.2,32.8,-7.5,-0.28,5,426,329,43,511,247,292,1,3,1,2590,480,538,47.2,4,8,15
Getafe,29,43.3,27,297,2430,36,26,5,5,97,3,1.33,0.96,2.3,1.15,2.11,28.4,24.6,28.4,1.05,1.05,2.1,0.91,1.96,25,0.93,78,53,0.692,13,7,7,12,44.4,2,1,1,0,27,25,1,0,2,0,27.8,0.35,2.8,0.11,251,691,36.3,609,29,86.4,58.4,174,94.8,63.7,183,18,9.8,37,1.37,17.5,36,5,5,275,89,17,32.4,10.19,3.3,0.11,0.35,0.09,7.6,6.4,5791,9174,63.1,125007,55972,166,499,33.3,3950,5249,75.3,1675,3426,48.9,26,28.4,-2.4,195,674,200,80,1129,9174,7624,1550,466,11,1691,403,584,136,31,48,8,3708,1887,3579,2311,4728,811,723,87,5791,77,301,150,363,420,15.56,294,48,27,12,38,63,2.33,38,4,11,3,6,1,455,283,176,212,67,130,382,34,252,4546,1313,28.9,1149,2334,1063,371,52,1,319,258,833,4,12286,1079,3200,5835,3789,484,10772,196,332,59,211,8,6153,36429,18224,8012,5791,72.3,352,283,90,100,297,84,81,22,108,1.7,37,25,12,0.44,28.4,26.3,2.1,0.08,2,514,349,80,584,258,283,3,2,0,2771,592,677,46.7,13,7,7
Granada,25,43.9,27,297,2430,32,23,4,4,79,1,1.19,0.85,2.04,1.04,1.89,28.6,25.5,28.6,1.06,1.06,2.12,0.95,2,32,1.19,108,78,0.731,11,5,11,10,37,3,3,0,0,27,32,3,1,2,0,32.2,0.27,0.2,0.01,260,704,36.9,761,78,68.9,50.3,227,79.3,59,225,22,9.8,29,1.07,15.6,32,4,4,273,74,20,27.1,10.11,2.74,0.1,0.38,0.1,3.4,2.5,7122,9935,71.7,153410,58119,130,422,30.8,4926,5958,82.7,2066,3555,58.1,23,28.6,-5.6,172,564,130,48,925,9935,8547,1388,416,10,1929,368,501,120,41,41,10,5240,1659,3036,2694,5540,599,567,138,7122,44,306,133,320,386,14.3,259,48,20,22,36,51,1.89,29,6,2,5,8,1,441,263,187,203,51,140,380,36.8,240,4234,1154,27.3,1233,2124,877,424,94,0,330,275,689,2,12854,1675,4366,6011,3156,431,11498,204,355,57.5,226,18,7299,43356,21965,8949,7122,79.6,308,254,90,100,297,83,81,25,107,1.41,33,32,1,0.04,28.6,29,-0.4,-0.01,1,421,352,54,501,275,263,2,3,0,2277,440,547,44.6,11,5,11
